location,start,end,lat,long,country,geo_id
Syria,7,12,35,38,sy,163843
Israel,42,48,31.5,34.75,il,294640
Syrian,50,56,35,38,sy,163843
Syria,155,160,35,38,sy,163843
Israel,241,247,31.5,34.75,il,294640
Israel,294,300,31.5,34.75,il,294640
Israel,353,359,31.5,34.75,il,294640
Gaza Strip,390,400,31.4167,34.3333,ps,281132
Israel,425,431,31.5,34.75,il,294640
Israel,659,665,31.5,34.75,il,294640
Israel,854,860,31.5,34.75,il,294640
Golan Heights,896,909,33,35.75,il,173708
Israel,917,923,31.5,34.75,il,294640
Syria,938,943,35,38,sy,163843
Israelis,997,1005,31.5,34.75,il,294640
Lebanon,1335,1342,33.8333,35.8333,lb,272103
Palestine,1359,1368,31.9216,35.2033,ps,6254930
Lebanon,1461,1468,33.8333,35.8333,lb,272103
Gaza,1504,1508,31.5,34.4667,ps,281133
Iran,1514,1518,32,53,ir,130758
Syria,1598,1603,35,38,sy,163843
Israel,1608,1614,31.5,34.75,il,294640
Syrian,1621,1627,35,38,sy,163843
United States,1713,1726,39.76,-98.5,us,6252001
Syria,1799,1804,35,38,sy,163843
U.S.,1834,1838,39.76,-98.5,us,6252001
U.S.,1957,1961,39.76,-98.5,us,6252001
