location,start,end,lat,long,country,geo_id
Ohio,0,4,40.2503,-83.0002,us,5165418
MOUNT GILEAD,40,52,40.5492,-82.8274,us,5163631
Ohio,324,328,40.2503,-83.0002,us,5165418
Ohio,487,491,40.2503,-83.0002,us,5165418
Mount Gilead,681,693,40.5492,-82.8274,us,5163631
Morrow County,720,733,40.5334,-82.7832,us,5163509
Ohio,767,771,40.2503,-83.0002,us,5165418
Euclid,1047,1053,41.5931,-81.5268,us,5153420
Youngstown,1327,1337,41.0998,-80.6495,us,5177568
Youngstown,1541,1551,41.0998,-80.6495,us,5177568
Ohio,1779,1783,40.2503,-83.0002,us,5165418
Mansfield,2075,2084,40.7584,-82.5154,us,5161723
Richland County,2086,2101,40.7834,-82.5499,us,5168041
Columbus,2342,2350,39.9612,-82.9988,us,4509177
Toledo,2651,2657,41.6639,-83.5552,us,5174035
