location,start,end,lat,long,country,geo_id
Russian,0,7,60,100,ru,2017370
America,19,26,39.76,-98.5,us,6252001
Russian,43,50,60,100,ru,2017370
U.S.,80,84,39.76,-98.5,us,6252001
Russian,107,114,60,100,ru,2017370
New York City,264,277,40.7143,-74.006,us,5128581
Russian,391,398,60,100,ru,2017370
Russian,450,457,60,100,ru,2017370
America,466,473,39.76,-98.5,us,6252001
American,660,668,39.76,-98.5,us,6252001
Russian,686,693,60,100,ru,2017370
Russia,732,738,60,100,ru,2017370
America,763,770,39.76,-98.5,us,6252001
Russian,959,966,60,100,ru,2017370
Russian,1054,1061,60,100,ru,2017370
American,1062,1070,39.76,-98.5,us,6252001
Russians,1357,1365,60,100,ru,2017370
France,1383,1389,46,2,fr,3017382
American,1395,1403,39.76,-98.5,us,6252001
U.S.,1547,1551,39.76,-98.5,us,6252001
Oklahoma,1626,1634,35.5003,-97.5006,us,4544379
San Diego,1667,1676,32.7153,-117.157,us,5391811
Moscow,1702,1708,55.7522,37.6156,ru,524901
St. Petersburg,1760,1774,59.8944,30.2642,ru,498817
Russia,1827,1833,60,100,ru,2017370
American,1844,1852,39.76,-98.5,us,6252001
Russian,1914,1921,60,100,ru,2017370
Russia,1965,1971,60,100,ru,2017370
American,1975,1983,39.76,-98.5,us,6252001
American,2003,2011,39.76,-98.5,us,6252001
Russia,2051,2057,60,100,ru,2017370
Russia,2149,2155,60,100,ru,2017370
American,2254,2262,39.76,-98.5,us,6252001
American,2402,2410,39.76,-98.5,us,6252001
Russian,2416,2423,60,100,ru,2017370
Russia,2593,2599,60,100,ru,2017370
Russian,2654,2661,60,100,ru,2017370
America,2681,2688,39.76,-98.5,us,6252001
Russia,2832,2838,60,100,ru,2017370
United States,3370,3383,39.76,-98.5,us,6252001
Russian,3385,3392,60,100,ru,2017370
New York,3528,3536,43.0003,-75.4999,us,5128638
American,3589,3597,39.76,-98.5,us,6252001
Russian,3661,3668,60,100,ru,2017370
American,3694,3702,39.76,-98.5,us,6252001
Russian,3750,3757,60,100,ru,2017370
Russia,3948,3954,60,100,ru,2017370
Russian,4118,4125,60,100,ru,2017370
Los Angeles,4194,4205,34.0522,-118.244,us,5368361
Russian,4254,4261,60,100,ru,2017370
American,4266,4274,39.76,-98.5,us,6252001
American,4316,4324,39.76,-98.5,us,6252001
Russians,4345,4353,60,100,ru,2017370
American,4384,4392,39.76,-98.5,us,6252001
Russian,4410,4417,60,100,ru,2017370
Russian,4457,4464,60,100,ru,2017370
