location,start,end,lat,long,country,geo_id
Saratoga,18,26,37.2638,-122.023,us,5393485
Connecticut,58,69,41.667,-72.6665,us,4831725
Hollywood,196,205,34.0983,-118.327,us,5357527
Connecticut,374,385,41.667,-72.6665,us,4831725
Saratoga,624,632,37.2638,-122.023,us,5393485
Los Angeles,1109,1120,34.0522,-118.244,us,5368361
Los Angeles,1412,1423,34.0522,-118.244,us,5368361
Los Angeles,1620,1631,34.0522,-118.244,us,5368361
Connecticut,2346,2357,41.667,-72.6665,us,4831725
Connecticut,2659,2670,41.667,-72.6665,us,4831725
Los Angeles,3801,3812,34.0522,-118.244,us,5368361
Saratoga,5548,5556,37.2638,-122.023,us,5393485
Hollywood,5567,5576,34.0983,-118.327,us,5357527
Connecticut,5690,5701,41.667,-72.6665,us,4831725
