location,start,end,lat,long,country,geo_id
Palestinian,62,73,31.9216,35.2033,ps,6254930
Ramallah,97,105,31.9,35.2,ps,282239
Israel,178,184,31.5,34.75,il,294640
Palestinian,209,220,31.9216,35.2033,ps,6254930
Israel,326,332,31.5,34.75,il,294640
Palestinian,360,371,31.9216,35.2033,ps,6254930
Israel,433,439,31.5,34.75,il,294640
Rafah,622,627,31.2842,34.2508,ps,281102
Gaza,680,684,31.5,34.4667,ps,281133
Gaza Strip,763,773,31.4167,34.3333,ps,281132
West Bank,961,970,31.6667,35.25,ps,285153
Gaza Strip,1152,1162,31.4167,34.3333,ps,281132
West Bank,1320,1329,31.6667,35.25,ps,285153
West Bank,1695,1704,31.6667,35.25,ps,285153
Israel,1751,1757,31.5,34.75,il,294640
West Bank,1917,1926,31.6667,35.25,ps,285153
West Bank,2101,2110,31.6667,35.25,ps,285153
Israel,2354,2360,31.5,34.75,il,294640
Israel,2477,2483,31.5,34.75,il,294640
