location,start,end,lat,long,country,geo_id
Gainesville,902,913,33.6259,-97.1333,us,4692746
Gainesville,1087,1098,33.6259,-97.1333,us,4692746
California,1146,1156,37.2502,-119.751,us,5332921
Texas,1513,1518,31.2504,-99.2506,us,4736286
Gainesville,1871,1882,33.6259,-97.1333,us,4692746
Gainesville,2159,2170,33.6259,-97.1333,us,4692746
Gainesville,2990,3001,33.6259,-97.1333,us,4692746
Texas,3181,3186,31.2504,-99.2506,us,4736286
Gainesville,3298,3309,33.6259,-97.1333,us,4692746
Lindsay,3314,3321,33.6359,-97.2228,us,4706431
Gainesville,3766,3777,33.6259,-97.1333,us,4692746
Lindsay,3782,3789,33.6359,-97.2228,us,4706431
Gainesville,3946,3957,33.6259,-97.1333,us,4692746
Cooke County,4454,4466,33.6334,-97.217,us,4683066
American,4505,4513,39.76,-98.5,us,6252001
Gainesville,4920,4931,33.6259,-97.1333,us,4692746
Gainesville,5187,5198,33.6259,-97.1333,us,4692746
Gainesville,5344,5355,33.6259,-97.1333,us,4692746
Gainesville,5463,5474,33.6259,-97.1333,us,4692746
