location,start,end,lat,long,country,geo_id
CHARLESTON,32,42,38.3498,-81.6326,us,4801859
W.Va.,44,49,38.5004,-80.5001,us,4826850
Charleston,55,65,38.3498,-81.6326,us,4801859
Kanawha,82,89,38.3334,-81.5665,us,4810630
West Side,163,172,38.3657,-81.6518,us,4826805
Kanawha,850,857,38.3334,-81.5665,us,4810630
Kanawha County,2368,2382,38.3334,-81.5665,us,4810630
Dunbar,2588,2594,38.3606,-81.7374,us,4804563
Kanawha County,3128,3142,38.3334,-81.5665,us,4810630
West Side,3384,3393,38.3657,-81.6518,us,4826805
