location,start,end,lat,long,country,geo_id
Paris,34,39,36.302,-88.3267,us,4647963
Henry County,44,56,36.3334,-88.3167,us,4628829
Henry County,204,216,36.3334,-88.3167,us,4628829
Paris,1157,1162,36.302,-88.3267,us,4647963
Henry County,2931,2943,36.3334,-88.3167,us,4628829
Henry County,3235,3247,36.3334,-88.3167,us,4628829
Paris,4334,4339,36.302,-88.3267,us,4647963
Henry County,4340,4352,36.3334,-88.3167,us,4628829
Paris,4391,4396,36.302,-88.3267,us,4647963
Henry County,4397,4409,36.3334,-88.3167,us,4628829
Henry County,4533,4545,36.3334,-88.3167,us,4628829
