location,start,end,lat,long,country,geo_id
Neches River,22,34,29.9688,-93.8557,us,4713926
Neches,82,88,29.9688,-93.8557,us,4713926
Athens,111,117,32.2049,-95.8555,us,4671545
Texas,213,218,31.2504,-99.2506,us,4736286
Neches,242,248,29.9688,-93.8557,us,4713926
Henderson County,279,295,32.2002,-95.8336,us,4697070
Tyler,342,347,32.3513,-95.3011,us,4738214
Gulf of Mexico,355,369,25,-90,,3572949
Beaumont,375,383,30.086,-94.1018,us,4672989
Neches,389,395,29.9688,-93.8557,us,4713926
Texas,851,856,31.2504,-99.2506,us,4736286
Neches,862,868,29.9688,-93.8557,us,4713926
Neches River,1007,1019,29.9688,-93.8557,us,4713926
U.S.,1351,1355,39.76,-98.5,us,6252001
Neches River,1403,1415,29.9688,-93.8557,us,4713926
Neches River,1477,1489,29.9688,-93.8557,us,4713926
Anderson,1493,1501,31.8168,-95.6669,us,4670756
Cherokee,1506,1514,31.8502,-95.2002,us,4680611
Texas,1652,1657,31.2504,-99.2506,us,4736286
Dallas,1698,1704,32.7831,-96.8067,us,4684888
U.S.,1770,1774,39.76,-98.5,us,6252001
Texas,2007,2012,31.2504,-99.2506,us,4736286
Neches River,2069,2081,29.9688,-93.8557,us,4713926
Texas,2524,2529,31.2504,-99.2506,us,4736286
Texas,2627,2632,31.2504,-99.2506,us,4736286
Athens,2726,2732,32.2049,-95.8555,us,4671545
