location,start,end,lat,long,country,geo_id
Louisville,168,178,38.2542,-85.7594,us,4299276
Kentucky,327,335,38.2004,-84.8776,us,6254925
Atlanta,388,395,33.749,-84.388,us,4180439
Madison County,421,435,37.7334,-84.2999,us,4299665
Jefferson County,466,482,38.1834,-85.65,us,4296212
Madison County,831,845,37.7334,-84.2999,us,4299665
McLean County,1052,1065,37.5334,-87.2506,us,4300401
Louisville,1067,1077,38.2542,-85.7594,us,4299276
Montgomery County,1094,1111,38.0501,-83.9166,us,4301216
Jefferson County,1518,1534,38.1834,-85.65,us,4296212
Kentucky,1582,1590,38.2004,-84.8776,us,6254925
Kentucky,1842,1850,38.2004,-84.8776,us,6254925
Kentucky,2070,2078,38.2004,-84.8776,us,6254925
Atlanta,2250,2257,37.2326,-84.0494,us,4282799
