location,start,end,lat,long,country,geo_id
DuPage County,0,13,41.8334,-88.0834,us,4890213
Lombard,114,121,41.88,-88.0078,us,4900373
Lombard,291,298,41.88,-88.0078,us,4900373
Lombard,524,531,41.88,-88.0078,us,4900373
Lombard,592,599,41.88,-88.0078,us,4900373
Lombard,830,837,41.88,-88.0078,us,4900373
Roselle,894,901,41.9847,-88.0798,us,4908173
Roselle,1243,1250,41.9847,-88.0798,us,4908173
Illinois,1272,1280,40.0003,-89.2504,us,4896861
Roselle,1362,1369,41.9847,-88.0798,us,4908173
DuPage,1436,1442,41.8334,-88.0834,us,4890213
Bensenville,1583,1594,41.955,-87.9401,us,4884509
Canada,1691,1697,60,-96,ca,6251999
Canada,1896,1902,60,-96,ca,6251999
Glen Ellyn,1950,1960,41.8775,-88.067,us,4893811
Canadian,2070,2078,60,-96,ca,6251999
