location,start,end,lat,long,country,geo_id
East Bank,36,45,38.2182,-81.4429,us,4804700
Kanawha County,47,61,38.3334,-81.5665,us,4810630
East Bank,166,175,38.2182,-81.4429,us,4804700
East Bank,203,212,38.2182,-81.4429,us,4804700
East Bank,639,648,38.2182,-81.4429,us,4804700
East Bank,784,793,38.2182,-81.4429,us,4804700
Kanawha County,1247,1261,38.3334,-81.5665,us,4810630
East Bank,1366,1375,38.2182,-81.4429,us,4804700
East Bank,1403,1412,38.2182,-81.4429,us,4804700
Kanawha County,1591,1605,38.3334,-81.5665,us,4810630
East Bank,1842,1851,38.2182,-81.4429,us,4804700
East Bank,2179,2188,38.2182,-81.4429,us,4804700
East Bank,2324,2333,38.2182,-81.4429,us,4804700
