location,start,end,lat,long,country,geo_id
Oakland,302,309,37.8044,-122.271,us,5378538
U.S.,315,319,39.76,-98.5,us,6252001
N.J.,345,349,40.1671,-74.4999,us,5101760
Pleasanton,1116,1126,37.6624,-121.875,us,5383777
Iraq,1630,1634,33,44,iq,99237
Lafayette,2099,2108,37.8858,-122.118,us,5364226
California,2131,2141,37.2502,-119.751,us,5332921
U.S.,2743,2747,39.76,-98.5,us,6252001
California,3010,3020,37.2502,-119.751,us,5332921
Moorpark,3102,3110,34.2856,-118.882,us,5374648
Sacramento,4091,4101,38.5816,-121.494,us,5389489
U.S.,4235,4239,39.76,-98.5,us,6252001
California,4290,4300,37.2502,-119.751,us,5332921
