location,start,end,lat,long,country,geo_id
Iraqi,38,43,33,44,iq,99237
Iraqi,305,310,33,44,iq,99237
Ethiopia,349,357,8,38,et,337996
Philippines,363,374,13,122,ph,1694008
Sudan,376,381,15,30,sd,366755
Syria,386,391,35,38,sy,163843
BEIRUT,442,448,33.8719,35.5097,lb,276781
Lebanon,486,493,33.8333,35.8333,lb,272103
Lebanon,1312,1319,33.8333,35.8333,lb,272103
Lebanese,1450,1458,33.8333,35.8333,lb,272103
Beirut,1667,1673,33.8719,35.5097,lb,276781
Lebanon,2772,2779,33.8333,35.8333,lb,272103
