location,start,end,lat,long,country,geo_id
Lancaster,120,129,40.0379,-76.3055,us,5197079
Pennsylvania,131,143,40.2725,-76.9057,us,6254927
Grantville,320,330,40.3779,-76.6464,us,5191677
Pennsylvania,332,344,40.2725,-76.9057,us,6254927
Elizabethtown,555,568,40.1529,-76.6027,us,5188474
Pennsylvania,570,582,40.2725,-76.9057,us,6254927
Grantville,610,620,40.3779,-76.6464,us,5191677
Pennsylvania,668,680,40.2725,-76.9057,us,6254927
Elizabethtown,741,754,40.1529,-76.6027,us,5188474
Elizabethtown,926,939,40.1529,-76.6027,us,5188474
McLean,1117,1123,38.9343,-77.1775,us,4772354
Virginia,1125,1133,37.5481,-77.4467,us,6254928
New York City,1194,1207,40.7143,-74.006,us,5128581
McLean,1238,1244,38.9343,-77.1775,us,4772354
Virginia,1246,1254,37.5481,-77.4467,us,6254928
Hoboken,1323,1330,40.744,-74.0324,us,5099133
New Jersey,1332,1342,40.1671,-74.4999,us,5101760
