location,start,end,lat,long,country,geo_id
W.Va.,0,5,38.5004,-80.5001,us,4826850
CHARLESTON,45,55,38.3498,-81.6326,us,4801859
W.Va.,57,62,38.5004,-80.5001,us,4826850
West Virginia,104,117,38.5004,-80.5001,us,4826850
Princeton,331,340,37.3662,-81.1026,us,4819079
Mercer County,714,727,37.4001,-81.1165,us,4814465
West Virginia,740,753,38.5004,-80.5001,us,4826850
U.S.,815,819,39.76,-98.5,us,6252001
W. Va.,869,875,38.5004,-80.5001,us,4826850
CHARLESTON,1837,1847,38.3498,-81.6326,us,4801859
W.Va.,1849,1854,38.5004,-80.5001,us,4826850
West Virginia,1896,1909,38.5004,-80.5001,us,4826850
