location,start,end,lat,long,country,geo_id
Illinois,24,32,40.0003,-89.2504,us,4896861
RIDGE FARM,44,54,39.8956,-87.652,us,4248106
Ill.,56,60,40.0003,-89.2504,us,4896861
Illinois,112,120,40.0003,-89.2504,us,4896861
Vermilion Grove,230,245,39.925,-87.655,us,4252049
Ridge Farm,256,266,39.8956,-87.652,us,4248106
St. Louis,575,584,38.6273,-90.1979,us,4407066
Ridge Farm,677,687,39.8956,-87.652,us,4248106
Champaign,719,728,40.1164,-88.2434,us,4887158
Indiana,738,745,40.0003,-86.2503,us,4921868
Ill.,747,751,40.0003,-89.2504,us,4896861
