location,start,end,lat,long,country,geo_id
Nigerian,62,70,10,8,ng,2328926
Ireland,218,225,53,-8,ie,2963597
Sligo,415,420,54.2667,-8.48333,ie,2961423
Nigeria,697,704,10,8,ng,2328926
Sligo,786,791,54.2667,-8.48333,ie,2961423
Sligo,922,927,54.2667,-8.48333,ie,2961423
Sligo,1202,1207,54.2667,-8.48333,ie,2961423
Lagos,2122,2127,6.45306,3.39583,ng,2332459
Sligo,2388,2393,54.2667,-8.48333,ie,2961423
Nigeria,2623,2630,10,8,ng,2328926
Irish,2843,2848,53,-8,ie,2963597
Nigeria,2904,2911,10,8,ng,2328926
Irish,2965,2970,53,-8,ie,2963597
