location,start,end,lat,long,country,geo_id
Paris,22,27,36.302,-88.3267,us,4647963
Paris,101,106,36.302,-88.3267,us,4647963
Paris,262,267,36.302,-88.3267,us,4647963
Chicacao,426,434,14.5333,-91.3167,gt,3598678
Guatemala,436,445,15.5,-90.25,gt,3595528
Nashville,706,715,36.1659,-86.7844,us,4644585
Honduras,1219,1227,15,-86.5,hn,3608932
El Salvador,1229,1240,13.8333,-88.9167,sv,3585968
Canada,1242,1248,60,-96,ca,6251999
Guatemala,1253,1262,15.5,-90.25,gt,3595528
United States,1292,1305,39.76,-98.5,us,6252001
