location,start,end,lat,long,country,geo_id
Israel,0,6,31.5,34.75,il,294640
Lebanese,14,22,33.8333,35.8333,lb,272103
BEIRUT,51,57,33.8719,35.5097,lb,276781
Israel,59,65,31.5,34.75,il,294640
Lebanese,87,95,33.8333,35.8333,lb,272103
Israeli,136,143,31.5,34.75,il,294640
Lebanese,290,298,33.8333,35.8333,lb,272103
Lebanon,344,351,33.8333,35.8333,lb,272103
Israeli,513,520,31.5,34.75,il,294640
Lebanese,668,676,33.8333,35.8333,lb,272103
Israel,830,836,31.5,34.75,il,294640
Israeli,884,891,31.5,34.75,il,294640
