location,start,end,lat,long,country,geo_id
Platte Co.,0,10,41.55,-97.4837,us,5075315
Platte County,68,81,41.55,-97.4837,us,5075315
Platte,325,331,41.55,-97.4837,us,5075315
Nebraska,385,393,41.5003,-99.7507,us,5073708
Nebraska,485,493,41.5003,-99.7507,us,5073708
Sherman County,656,670,41.2167,-98.9837,us,5078904
Loup City,687,696,41.2756,-98.9668,us,5072374
Nebraska,757,765,41.5003,-99.7507,us,5073708
Omaha,769,774,41.2586,-95.9378,us,5074472
Hitchcock,885,894,40.1667,-101.05,us,5696203
Hayes,899,904,40.5333,-101.05,us,5696051
Nebraska,927,935,41.5003,-99.7507,us,5073708
Dakota,1161,1167,42.4,-96.567,us,5066642
Otoe,1169,1173,40.6333,-96.1336,us,5074642
Washington,1178,1188,41.55,-96.267,us,5081383
Nebraska,1374,1382,41.5003,-99.7507,us,5073708
Nebraska,1458,1466,41.5003,-99.7507,us,5073708
Lincoln County,1846,1860,41.05,-100.767,us,5697026
North Platte,1875,1887,41.1239,-100.765,us,5697939
Madison County,2072,2086,41.9167,-97.6003,us,5072535
Douglas,2220,2227,41.3,-96.167,us,5067114
Sarpy,2229,2234,41.1,-96.1336,us,5077695
Lancaster,2239,2248,40.7833,-96.6836,us,5071741
Nebraska,2585,2593,41.5003,-99.7507,us,5073708
U.S.,2908,2912,39.76,-98.5,us,6252001
Nebraska,2994,3002,41.5003,-99.7507,us,5073708
Nebraska,3114,3122,41.5003,-99.7507,us,5073708
