location,start,end,lat,long,country,geo_id
Dublin,0,6,40.0992,-83.1141,us,5152333
Dublin,68,74,40.0992,-83.1141,us,5152333
Dublin,370,376,40.0992,-83.1141,us,5152333
Dublin,533,539,40.0992,-83.1141,us,5152333
Dublin,591,597,40.0992,-83.1141,us,5152333
Dublin,792,798,40.0992,-83.1141,us,5152333
Dublin,989,995,40.0992,-83.1141,us,5152333
Dublin,1007,1013,40.0992,-83.1141,us,5152333
Dublin,1368,1374,40.0992,-83.1141,us,5152333
Dublin,1499,1505,40.0992,-83.1141,us,5152333
Dublin,1721,1727,40.0992,-83.1141,us,5152333
Dublin,2016,2022,40.0992,-83.1141,us,5152333
Ohio,2456,2460,40.2503,-83.0002,us,5165418
Dublin,2579,2585,40.0992,-83.1141,us,5152333
Dublin,2830,2836,40.0992,-83.1141,us,5152333
