location,start,end,lat,long,country,geo_id
CHATTANOOGA,38,49,35.0456,-85.3097,us,4612862
Cookeville,853,863,36.1628,-85.5016,us,4615145
Tennessee,905,914,35.7503,-86.2503,us,4662168
American,2630,2638,39.76,-98.5,us,6252001
Tennessee,3072,3081,35.7503,-86.2503,us,4662168
Chattanooga,3329,3340,35.0456,-85.3097,us,4612862
Post Falls,3594,3604,47.718,-116.952,us,5604353
Idaho,3606,3611,44.5002,-114.251,us,5596512
Idaho,3654,3659,44.5002,-114.251,us,5596512
Utah,3664,3668,39.2502,-111.751,us,5549030
East Ridge,4096,4106,35.0142,-85.2519,us,4620131
Chattanooga,4142,4153,35.0456,-85.3097,us,4612862
