location,start,end,lat,long,country,geo_id
Ohio,96,100,40.2503,-83.0002,us,5165418
Ohio,161,165,40.2503,-83.0002,us,5165418
Washington,1288,1298,38.8951,-77.0364,us,4140963
D.C.,1300,1304,38.9171,-77.0003,us,4138106
Ohio,1831,1835,40.2503,-83.0002,us,5165418
Ohio,1863,1867,40.2503,-83.0002,us,5165418
Columbus,2252,2260,39.9612,-82.9988,us,4509177
Ohio,3235,3239,40.2503,-83.0002,us,5165418
Columbus,3440,3448,39.9612,-82.9988,us,4509177
Arkansas,3454,3462,34.7504,-92.5004,us,4099753
Minnesota,3853,3862,46.2502,-94.2506,us,5037779
Ohio,4049,4053,40.2503,-83.0002,us,5165418
