location,start,end,lat,long,country,geo_id
Lawrenceburg,0,12,35.2423,-87.3347,us,4635849
LAWRENCEBURG,47,59,35.2423,-87.3347,us,4635849
Tennessee,91,100,35.7503,-86.2503,us,4662168
Tennessee,156,165,35.7503,-86.2503,us,4662168
Lawrenceburg,403,415,35.2423,-87.3347,us,4635849
Williamson County,953,970,35.9001,-86.9,us,4668054
Tennessee,997,1006,35.7503,-86.2503,us,4662168
Tennessee,1312,1321,35.7503,-86.2503,us,4662168
Lawrenceburg,1358,1370,35.2423,-87.3347,us,4635849
Shelbyville,1396,1407,35.4834,-86.4603,us,4657077
Tennessee,1432,1441,35.7503,-86.2503,us,4662168
Tennessee,1544,1553,35.7503,-86.2503,us,4662168
Williamson County,1706,1723,35.9001,-86.9,us,4668054
Tennessee,1937,1946,35.7503,-86.2503,us,4662168
